rust_path	kind	rust_signature	disposition	python_path	exclusion_kind	rationale
jbotci_diagnostics::TraceReport::events	field	Vec < TraceEvent >	direct	jbotci.diagnostics.TraceReport.events		
jbotci_diagnostics::TraceReport::failure	field	Option < TraceFailureSummary >	direct	jbotci.diagnostics.TraceReport.failure		
jbotci_diagnostics::TraceReport::phase	field	TracePhase	direct	jbotci.diagnostics.TraceReport.phase		
jbotci_diagnostics::TraceReport::truncated	field	bool	direct	jbotci.diagnostics.TraceReport.truncated		
jbotci_diagnostics::byte_offset_for_char_offset	function	fn byte_offset_for_char_offset (source : & str , char_offset : usize ,) -> Result < usize , DiagnosticSpanError >	subsumed	jbotci.source.byte_offset_for_char_offset		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_diagnostics::char_offset_for_byte_offset	function	fn char_offset_for_byte_offset (source : & str , byte_offset : usize ,) -> Result < usize , DiagnosticSpanError >	subsumed	jbotci.source.char_offset_for_byte_offset		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_diagnostics::diagnostic_text_segments	function	fn diagnostic_text_segments (text : & str) -> Vec < DiagnosticTextSegment >	direct	jbotci.diagnostics.diagnostic_text_segments		
jbotci_diagnostics::diagnostic_text_segments_text	function	fn diagnostic_text_segments_text (segments : & [DiagnosticTextSegment]) -> String	direct	jbotci.diagnostics.diagnostic_text_segments_text		
jbotci_diagnostics::line_column_for_byte_offset	function	fn line_column_for_byte_offset (source : & str , byte_offset : usize ,) -> Result < LineColumn , DiagnosticSpanError >	subsumed	jbotci.source.line_column_for_byte_offset		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_diagnostics::source_span_from_byte_offsets	function	fn source_span_from_byte_offsets (source_id : Option < SourceId > , source : & str , byte_start : usize , byte_end : usize ,) -> Result < SourceSpan , DiagnosticSpanError >	subsumed	jbotci.source.source_span_from_byte_offsets		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_diagnostics::source_span_from_char_offsets	function	fn source_span_from_char_offsets (source_id : Option < SourceId > , source : & str , char_start : usize , char_end : usize ,) -> Result < SourceSpan , DiagnosticSpanError >	subsumed	jbotci.source.source_span_from_char_offsets		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_diagnostics::source_text_for_span	function	fn source_text_for_span (source : & str , span : & SourceSpan ,) -> Result < String , DiagnosticSpanError >	subsumed	jbotci.source.source_text_for_span		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::BuiltinDialect	struct	()	direct	jbotci.dialect.BuiltinDialect		
jbotci_dialect::BuiltinDialect::definition	field	& 'static str	direct	jbotci.dialect.BuiltinDialect.definition		
jbotci_dialect::BuiltinDialect::dialect	field	DialectDefinition	direct	jbotci.dialect.BuiltinDialect.dialect		
jbotci_dialect::BuiltinDialect::name	field	& 'static str	direct	jbotci.dialect.BuiltinDialect.name		
jbotci_dialect::CmavoDialectEntry	enum	()	direct	jbotci.dialect.CmavoDialectEntry		
jbotci_dialect::CmavoDialectEntry::Expansion	variant	{ source : String , replacement : Vec < String > , }	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CmavoDialectEntry::Expansion::replacement	field	Vec < String >	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CmavoDialectEntry::Expansion::source	field	String	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CmavoDialectEntry::Swap	variant	{ left : String , right : String , }	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CmavoDialectEntry::Swap::left	field	String	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CmavoDialectEntry::Swap::right	field	String	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CmavoDialectEntry::expansion	method	fn expansion (source : String , replacement : Vec < String >) -> Result < Self , DialectError >	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CmavoDialectEntry::swap	method	fn swap (left : String , right : String) -> Result < Self , DialectError >	subsumed	jbotci.dialect.CmavoDialectEntry		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::CustomDialect	struct	()	direct	jbotci.dialect.CustomDialect		
jbotci_dialect::CustomDialect::definition	field	String	direct	jbotci.dialect.CustomDialect.definition		
jbotci_dialect::CustomDialect::name	field	String	direct	jbotci.dialect.CustomDialect.name		
jbotci_dialect::CustomDialect::show_in_gentufa	field	bool	direct	jbotci.dialect.CustomDialect.show_in_gentufa		
jbotci_dialect::DialectDefinition	struct	()	direct	jbotci.dialect.DialectDefinition		
jbotci_dialect::DialectDefinition::baseline	method	fn baseline () -> Self	direct	jbotci.dialect.DialectDefinition.baseline		
jbotci_dialect::DialectDefinition::cmavo_entries	field	Vec < CmavoDialectEntry >	direct	jbotci.dialect.DialectDefinition.cmavo_entries		
jbotci_dialect::DialectDefinition::features	field	BTreeSet < DialectFeature >	direct	jbotci.dialect.DialectDefinition.features		
jbotci_dialect::DialectDefinition::is_baseline	method	fn is_baseline (& self) -> bool	direct	jbotci.dialect.DialectDefinition.is_baseline		
jbotci_dialect::DialectDefinition::new	method	fn new (cmavo_entries : Vec < CmavoDialectEntry > , features : BTreeSet < DialectFeature >) -> Self	subsumed	jbotci.dialect.DialectDefinition		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectError	struct	()	subsumed	jbotci.InvalidInputError		The Rust error contains only its rendered message; the Python operation raises InvalidInputError with that exact message and no domain field is lost.
jbotci_dialect::DialectError::message	method	fn message (& self) -> & str	subsumed	jbotci.InvalidInputError		The Rust error contains only its rendered message; the Python operation raises InvalidInputError with that exact message and no domain field is lost.
jbotci_dialect::DialectFeature	enum	macro-generated fieldless enum	direct	jbotci.dialect.DialectFeature		
jbotci_dialect::DialectFeature::ALL	associated-constant	&'static [Self]	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::CaseInsensitive	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::Cbm	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::Gadganzu	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::PermissiveLexer	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::SoiAdverbials	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::UnrestrictedFree	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaAdverbials	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaConnectives	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaDescriptions	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaMex	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaMexReinterpretation	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaMorphology	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaQuotes	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaSelbriReinterpretation	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaTags	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
jbotci_dialect::DialectFeature::ZantufaTerms	variant	unit	subsumed	jbotci.dialect.DialectFeature		Python exposes the same information through this named immutable class, closed union, constructor, property, or normalized operation.
